number,title,state,labels,milestone,user,assignee,assignees,created_at,updated_at,closed_at,body
118,Side scrolling performance improvements on chrome,closed,,,cmdcolin,,,2019-02-01T23:18:22Z,2019-04-19T19:35:41Z,2019-04-19T19:35:41Z,"Side scrolling on chrome is generally quite fast, however if you quickly side scroll then there are blank white blocks for awhile until it is able to re-render. The sequence track is slightly better than the other tracks in load time, but I think all tracks should be a bit more performant.  I have not done profiling to see what the issue is, so I am not sure the key area to target

See  attached video
[screencast-localhost-3000-2019.02.01-18-12-04.zip](https://github.com/GMOD/jbrowse-components/files/2823654/screencast-localhost-3000-2019.02.01-18-12-04.zip)

This is of course nitpicky but I think it could look smoother and would look really good if data was already loaded as you were scrolling

Note that scrolling back over areas you have already seen have this issue too so it's not necessarily like a ""first time the data is loading"" thing...should be in a cache already."
117,Side scrolling slow on firefox,closed,"bug,needs review",,cmdcolin,,,2019-02-01T23:08:53Z,2019-08-01T21:32:09Z,2019-08-01T21:32:08Z,"For either performance or just different event processing reasons, my touchpad side scroll is not nearly as fast on firefox as it is on chrome"
116,add a multiple synteny view,closed,size XL,,rbuels,cmdcolin,cmdcolin,2019-02-01T19:27:36Z,2020-02-07T20:08:47Z,2020-02-07T20:08:47Z,"for viewing multiple synteny alignments, like synview"
115,pairwise synteny view,closed,size XL,,rbuels,cmdcolin,cmdcolin,2019-02-01T19:20:27Z,2020-02-07T20:08:44Z,2020-02-07T20:08:44Z,"like gbrowse_syn, for viewing pairwise synteny between two to four genomes"
114,add a new track from scratch,closed,,,rbuels,garrettjstevens,garrettjstevens,2019-02-01T19:04:11Z,2019-02-16T20:34:08Z,2019-02-16T20:34:08Z,Need a button or menu item or something to add a new track from scratch
113,Assembly Editor UI,closed,,,garrettjstevens,,,2019-01-31T21:50:22Z,2019-02-12T02:16:36Z,2019-02-12T02:16:19Z,"This still needs some tweaking, but I thought I'd open the PR to start getting feedback.

@rbuels one problem in particular is that since the adapters are in a web worker, they don't ""observe"" the MST root. This means that any editing of assemblies gets stored in the root model, but the adapters that already exist don't change to reflect that. Is there some way to re-initialize the adapters currently in use?
 
resolves #103 "
112,port JB1 paired read stuff to JB2,closed,,,cmdcolin,cmdcolin,cmdcolin,2019-01-31T21:09:17Z,2019-11-12T23:15:22Z,2019-11-12T22:31:35Z,"* port the JB1 paired read functionality
* add split long-reads support
"
111,CRAM adapter,closed,,,cmdcolin,cmdcolin,cmdcolin,2019-01-31T21:08:29Z,2019-10-27T14:54:42Z,2019-10-27T14:54:42Z,
110,Add high resolution canvas rendering,closed,size small,,cmdcolin,,,2019-01-31T21:06:53Z,2019-04-12T18:41:28Z,2019-04-12T18:41:28Z,"Generally need to render to a larger canvas in background e.g.

     <canvas width=2x height=2x style=""width:x;height:x"">

"
109,Create a feature detail view in slider,closed,,,cmdcolin,,,2019-01-31T21:06:48Z,2019-02-05T19:52:38Z,2019-02-05T19:49:38Z,
108,Parse and display cigar/md for alignments,closed,,,cmdcolin,cmdcolin,cmdcolin,2019-01-31T21:06:21Z,2019-07-01T16:06:26Z,2019-07-01T16:06:26Z,"insertions, deletions, snps, etc

Mostly the same glyph/color schemes as JBrowse 1"
107,Fix interactive height changing of features in config editor,closed,bug,,cmdcolin,garrettjstevens,garrettjstevens,2019-01-30T23:56:49Z,2019-09-20T17:10:16Z,2019-09-20T17:10:16Z,"I think this has been mentioned before but...changing height of features in the config editor doesn't get applied to the layout. Changing it in the config before change load does work

Just a weird tweak issue that I know has been mentioned before but figured I'd make an issue for it"
106,Add indexed fasta,closed,,,cmdcolin,,,2019-01-30T04:14:06Z,2019-02-11T21:28:23Z,2019-02-01T19:55:28Z,"This is a template for adding indexed fasta and bgzip indexed fasta.

It proposes having both bgzip+normal indexed fasta in the same class, but I had some trouble figuring out how to specify this optional case in the configSchema

Any ideas welcome here"
105,The ctgB label in sample data's linear genome view missing,closed,,,cmdcolin,rbuels,rbuels,2019-01-29T18:34:07Z,2019-01-29T22:30:45Z,2019-01-29T22:30:45Z,Something noticed during yesterdays dev call :)
104,first-run/initial configuration wizard,closed,,,garrettjstevens,,,2019-01-28T18:48:51Z,2019-10-31T01:52:21Z,2019-10-31T01:52:21Z,"I think we need some sort of UI that guides the user in what to do if JBrowse is started with no configuration. I'm thinking it would give them a few options:
- Define a reference sequence (entering chromosomes and sizes manually or adding a .sizes, .fasta, .2bit, etc. file) (xref #103)
- Upload a config file (probably one exported from JBrowse previously) (xref #102)
- Attach to a remote source (a config file hosted somewhere, a track hub, etc.)"
103,UI to add references/assemblies,closed,,,garrettjstevens,garrettjstevens,garrettjstevens,2019-01-28T18:39:53Z,2019-02-12T02:16:18Z,2019-02-12T02:16:18Z,"We need a UI for adding or defining a reference sequence or an assembly. We'll probably need to add information such as the type of reference used (fasta, twobit, etc.) to the ""assemblies"" portion of the root config."
102,Initial configuration import,closed,,,garrettjstevens,garrettjstevens,garrettjstevens,2019-01-28T18:30:56Z,2019-03-13T17:38:37Z,2019-03-13T17:38:37Z,"Now that we can export configurations (#62), we should be able to import them as well."
101,Regularize assembly and sequence names,closed,,,garrettjstevens,,,2019-01-28T17:02:55Z,2019-01-30T16:46:22Z,2019-01-29T21:46:33Z,"This moves a lot of the data adapter functionality to a shared BaseAdapter class so that name regularization can all happen in a single place. Individual adapters will only have to provide an array of reference sequences names they use, and everything else will be handled by the base class. Each individual adapter should implement:

- `loadData` this is where any metadata loading, etc. should happen and should return a promise for an array of reference sequence names
- `getFeaturesInRegion` returns a promise for an Observable, same as before. Does not need to do anything with assemblyName, as that is handled in the base class
- `freeResources` not used in any of our adapters yet

I've updated the BamAdapter and TwoBitAdapter to use this model, so you can look at those for an example.

Resolves #51 "
100,Rearrange styling elements a bit,closed,,,garrettjstevens,,,2019-01-28T15:06:35Z,2019-01-28T18:40:32Z,2019-01-28T18:40:28Z,"@cmdcolin I like this way of positioning the zoom controls a lot better. I've got a couple mostly code-style-related suggestions, but didn't want to commit directly to your PR. In keeping with [this advice](https://material-ui.com/getting-started/faq/#when-should-i-use-inline-style-vs-classes), I've been trying to use the inline `style` prop only for dynamic style properties and use `classNames` with a styles class for other things. This particular file is a bit of an exception since I've left the `grid`-related stuff (event the static stuff) all in the `style` props just to keep it all together and easier to read, but I've still tried to keep everything else using the JSS styles with `classNames`.

I also added just a little bit of padding to the right of the zoom controls since it was causing a bit of horizontal overflow in my browser."
99,Increase data density in the track selector,closed,,,cmdcolin,,,2019-01-28T13:09:14Z,2019-04-12T18:40:52Z,2019-04-12T18:40:51Z,"Currently there is a lot of whitespace in the track selector.

JBrowse 1 volvox sample data on my screen shows ~30 tracks at once without any scrolling and has nested categories
JBrowse 2 currently displays 4 tracks if you include having some nested categories

I would say material ui override or something here :)"
98,Drawer widget improvements,closed,,,cmdcolin,garrettjstevens,garrettjstevens,2019-01-28T13:06:01Z,2019-02-05T03:04:02Z,2019-02-05T03:04:02Z,"Currently, clicking 'X' in the track selector brings up a screen ""Welcome to JBrowse"" instead of a collapse functionality"
97,selected features not issuing a re-render,closed,,,cmdcolin,rbuels,rbuels,2019-01-28T00:18:21Z,2019-01-29T22:18:01Z,2019-01-29T22:18:01Z,"Selected features currently don't get highlighted until you scroll away and then back

A git bisect says this happened in 0198ab21f17f524afc31f736425d32b4fa466fb0 
"
96,"Use ""position: relative"" on container to position zoom controls",closed,,,cmdcolin,,,2019-01-27T23:55:15Z,2019-01-29T23:20:40Z,2019-01-29T18:48:13Z,"I added a extra container element which aids in positioning the zoom controls

Fixes issue observed in #89 ""The zoom icons for magnifying glass go behind track when it is scrolled down""


![screenshot-localhost-3000-2019 01 27-18-49-43](https://user-images.githubusercontent.com/6511937/51808649-972ea000-2264-11e9-95ab-d8dcca750ee1.png)


Reviewing this change with &w=1 removes whitespace changes"
95,Bigwig track,closed,,,cmdcolin,,,2019-01-27T02:16:29Z,2019-02-11T21:32:55Z,2019-02-01T21:28:36Z,"This is a first draft of a bigwig track. It does not have any config but demonstrates how it can integrate @gmod/bbi into this codebase. 

![screenshot-localhost-3000-2019 01 26-21-03-05](https://user-images.githubusercontent.com/6511937/51795346-8ec85d80-21af-11e9-897d-d1ca412408a2.png)
"
94,undo,closed,,,rbuels,,,2019-01-26T22:24:50Z,2019-10-31T01:51:42Z,2019-10-31T01:51:42Z,"Not all actions are going to be undoable, but just about every user-triggered action should be."
93,Config export,closed,,,rbuels,,,2019-01-26T22:04:50Z,2019-01-29T23:20:53Z,2019-01-26T22:29:31Z,resolves #62 
92,Need webpack-dev-server reloading of dependencies,closed,,,cmdcolin,,,2019-01-26T19:57:57Z,2019-01-27T23:56:15Z,2019-01-27T23:56:15Z,"It seems like currently, if you yarn link a dependency, and then rebuild the dependency, then you have to restart the webpack-dev-server

This can be kind of tedious when you're trying to iterate on a dependency...in my case bigwig is giving me troubles that seem to only exist in the browser

If anyone has ideas on how to fix, or if it's just my computer, let me know.

I created this to try to minimally reproduce the issue outside of our project https://github.com/cmdcolin/webpack_dev_server_question

"
